Anno;Codice Regione;Descrizione Regione;Codice Azienda;Tipo Azienda;Codice struttura;Subcodice;Denominazione Struttura/Stabilimento;Indirizzo;Codice Comune;Comune;Sigla Provincia;Codice tipo struttura;Descrizione tipo struttura;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;15;0;0;1;16
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;17;0;0;1;18
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;49;TERAPIA INTENSIVA                       ;ACUTI;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;70;0;1;0;71
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;2;DAY HOSPITAL                            ;ACUTI;1;0;0;3;0;3
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;7;CARDIOCHIRURGIA                         ;ACUTI;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;14;0;0;0;14
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;12;CHIRURGIA PLASTICA                      ;ACUTI;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;13;0;0;0;13
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;3;0;0;0;3
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;24;0;0;0;24
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;49;TERAPIA INTENSIVA                       ;ACUTI;1;9;0;0;0;9
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;50;UNITA` CORONARICA                       ;ACUTI;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;40;0;0;0;40
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30275;;ISTITUTO CLINICO S. ROCCO S.P.A. - OME  ;VIA DEI SABBIONI, 24                    ;17123;OME                                     ;BS;5.1;Casa di cura privata accreditata;98;DAY SURGERY;ACUTI;1;0;0;0;11;11
2018;30;LOMBARDIA;326;1;30294;;CASA DI CURA  DOMUS SALUTIS - BRESCIA   ;VIA LAZZARETTO N. 3                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;121;0;0;0;121
2018;30;LOMBARDIA;326;1;30294;;CASA DI CURA  DOMUS SALUTIS - BRESCIA   ;VIA LAZZARETTO N. 3                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30294;;CASA DI CURA  DOMUS SALUTIS - BRESCIA   ;VIA LAZZARETTO N. 3                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;1;25;0;0;0;25
2018;30;LOMBARDIA;326;1;30294;;CASA DI CURA  DOMUS SALUTIS - BRESCIA   ;VIA LAZZARETTO N. 3                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;99;CURE PALLIATIVE;ACUTI;1;0;0;1;0;1
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;7;CARDIOCHIRURGIA                         ;ACUTI;1;14;0;0;0;14
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;40;0;0;0;40
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;65;0;0;4;69
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;13;0;0;2;15
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;21;GERIATRIA                               ;ACUTI;1;40;0;0;0;40
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;59;0;1;0;60
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;30;NEUROCHIRURGIA                          ;ACUTI;1;20;0;0;1;21
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;32;NEUROLOGIA                              ;ACUTI;1;18;0;0;0;18
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;4;0;0;3;7
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;56;0;0;1;57
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;66;0;0;2;68
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;11;0;0;2;13
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;39;PEDIATRIA                               ;ACUTI;1;16;0;1;0;17
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;21;0;0;2;23
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;49;TERAPIA INTENSIVA                       ;ACUTI;1;33;0;0;0;33
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;50;UNITA` CORONARICA                       ;ACUTI;1;6;0;0;0;6
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;40;0;0;0;40
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;62;NEONATOLOGIA                            ;ACUTI;1;14;0;0;0;14
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;64;ONCOLOGIA                               ;ACUTI;1;8;0;4;0;12
2018;30;LOMBARDIA;326;1;30295;;FONDAZIONE POLIAMBULANZA - BRESCIA      ;VIA BISSOLATI N. 57                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;6;0;0;0;6
2018;30;LOMBARDIA;326;1;30348;;CASA DI CURA VILLA BARBARANO - SALO'    ;VIA SPIAGGIA D'ORO, 21                  ;17170;SALO'                                   ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;53;0;0;0;53
2018;30;LOMBARDIA;326;1;30348;;CASA DI CURA VILLA BARBARANO - SALO'    ;VIA SPIAGGIA D'ORO, 21                  ;17170;SALO'                                   ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;19;0;0;0;19
2018;30;LOMBARDIA;326;1;30362;;RESIDENZA ANNI AZZURRI - REZZATO        ;VIA SBERNA, 4/6                         ;17161;REZZATO                                 ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;28;0;0;0;28
2018;30;LOMBARDIA;326;1;30366;;DOMINATO LEONENSE SANITA' - LENO        ;PIAZZA DONATORI DI SANGUE,1             ;17088;LENO                                    ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;40;0;0;0;40
2018;30;LOMBARDIA;326;1;30366;;DOMINATO LEONENSE SANITA' - LENO        ;PIAZZA DONATORI DI SANGUE,1             ;17088;LENO                                    ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30368;;C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI  ;VIA GOLGI, 1                            ;17166;ROVATO                                  ;BS;5.1;Casa di cura privata accreditata;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30368;;C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI  ;VIA GOLGI, 1                            ;17166;ROVATO                                  ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;60;0;0;0;60
2018;30;LOMBARDIA;326;1;30368;;C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI  ;VIA GOLGI, 1                            ;17166;ROVATO                                  ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30368;;C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI  ;VIA GOLGI, 1                            ;17166;ROVATO                                  ;BS;5.1;Casa di cura privata accreditata;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;1;40;0;0;0;40
2018;30;LOMBARDIA;326;1;30369;;CENTRO MEDICO RICHIEDEI-PALAZZOLO S/O   ;VIA SGRAZZUTTI, 1                       ;17133;PALAZZOLO SULL'OGLIO                    ;BS;5.1;Casa di cura privata accreditata;21;GERIATRIA                               ;ACUTI;1;15;0;0;0;15
2018;30;LOMBARDIA;326;1;30369;;CENTRO MEDICO RICHIEDEI-PALAZZOLO S/O   ;VIA SGRAZZUTTI, 1                       ;17133;PALAZZOLO SULL'OGLIO                    ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;15;0;0;0;15
2018;30;LOMBARDIA;327;1;30217;;CASA DI CURA ANCELLE DELLA CARITA'-CR   ;VIA ASELLI, 14                          ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;46;0;0;0;46
2018;30;LOMBARDIA;327;1;30217;;CASA DI CURA ANCELLE DELLA CARITA'-CR   ;VIA ASELLI, 14                          ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;33;0;0;0;33
2018;30;LOMBARDIA;327;1;30217;;CASA DI CURA ANCELLE DELLA CARITA'-CR   ;VIA ASELLI, 14                          ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;99;CURE PALLIATIVE;ACUTI;1;0;0;1;0;1
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;12;0;0;3;15
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;17;0;2;0;19
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;1;0;0;2;3
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;12;0;0;4;16
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;14;0;0;4;18
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;16;0;0;0;16
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;6;0;0;0;6
2018;30;LOMBARDIA;327;1;30218;;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;99;CURE PALLIATIVE;ACUTI;1;0;0;2;0;2
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;5;0;0;0;5
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;15;0;0;2;17
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;25;0;1;0;26
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;3;0;0;2;5
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;17;0;0;2;19
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;5;0;0;1;6
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;15;0;0;2;17
2018;30;LOMBARDIA;327;1;30219;;CASA DI CURA FIGLIE DI S.CAMILLO-CR     ;VIA F. FILZI 56                         ;19036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;35;0;1;0;36
